"Horodateur","Sur dix cours magistraux prévus de 8h à 10h, vous estimez être présent(e) combien de fois?","Même question pour des cours de 10h à 12h","Même question de 14h à 16h","Même question de 16h à 18h","Dans quelle école ou partie de Rennes 1 étudiez-vous?","En quelle année êtes-vous?"
"2019/01/12 11:37:37 AM UTC+2","10","10","10","10","Informatique (ISTIC)","M2"
"2019/01/12 11:42:18 AM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/12 11:42:57 AM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/12 11:43:02 AM UTC+2","8","10","10","10","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/12 11:47:26 AM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L3"
"2019/01/12 11:48:49 AM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/12 11:51:12 AM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/12 11:55:25 AM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","M1"
"2019/01/12 11:57:31 AM UTC+2","9","10","10","9","Science de la vie et de l'environnement (SVE)","L3"
"2019/01/12 11:57:59 AM UTC+2","7","9","7","9","Mathématiques","L3"
"2019/01/12 11:59:35 AM UTC+2","10","10","10","10","Informatique (ISTIC)","M2"
"2019/01/12 12:03:43 PM UTC+2","10","10","10","10","Mathématiques","L2"
"2019/01/12 12:07:58 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","M2"
"2019/01/12 12:09:01 PM UTC+2","10","10","10","10","Mathématiques","L3"
"2019/01/12 12:10:12 PM UTC+2","10","10","10","10","Science et Propriété de la Matière (SPM)","L3"
"2019/01/12 12:11:02 PM UTC+2","8","10","10","7","Informatique (ISTIC)","M1"
"2019/01/12 12:11:24 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L2"
"2019/01/12 12:11:32 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","M1"
"2019/01/12 12:14:12 PM UTC+2","10","10","10","10","Rennes 1: SVTU/ agrégation","M2"
"2019/01/12 12:18:48 PM UTC+2","3","10","10","5","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/12 12:21:16 PM UTC+2","5","8","10","7","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/12 12:21:20 PM UTC+2","10","10","10","10","Science et Propriété de la Matière (SPM)","M2"
"2019/01/12 12:22:00 PM UTC+2","9","10","10","8","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/12 12:23:01 PM UTC+2","10","10","10","10","Biologie, Environnement, Chimie du vivant (BECV)","L1"
"2019/01/12 12:23:23 PM UTC+2","8","9","7","9","Science et Propriété de la Matière (SPM)","L2"
"2019/01/12 12:23:48 PM UTC+2","9","9","9","9","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/12 12:25:05 PM UTC+2","6","9","10","10","Science et Propriété de la Matière (SPM)","M2"
"2019/01/12 12:28:37 PM UTC+2","6","8","10","8","Science de la vie et de l'environnement (SVE)","L2"
"2019/01/12 12:29:36 PM UTC+2","10","10","10","10","Mathématiques","M1"
"2019/01/12 12:32:07 PM UTC+2","10","10","9","8","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/12 12:32:51 PM UTC+2","10","10","10","10","Mathématiques","L1"
"2019/01/12 12:37:57 PM UTC+2","2","8","6","3","Science et Propriété de la Matière (SPM)","L2"
"2019/01/12 12:41:37 PM UTC+2","9","10","10","9","Science de la vie et de l'environnement (SVE)","L2"
"2019/01/12 12:43:40 PM UTC+2","8","10","10","8","Science de la vie et de l'environnement (SVE)","M1"
"2019/01/12 12:43:45 PM UTC+2","7","9","10","10","Science de la vie et de l'environnement (SVE)","Ajac L2-L3"
"2019/01/12 12:44:02 PM UTC+2","3","1","1","2","École Supérieure d'Ingénieurs de Rennes (ESIR)","L1"
"2019/01/12 12:44:47 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","M1"
"2019/01/12 12:46:46 PM UTC+2","1","2","8","3","Science et Propriété de la Matière (SPM)","L3"
"2019/01/12 12:47:00 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","M1"
"2019/01/12 12:49:29 PM UTC+2","10","10","10","10","Science et Propriété de la Matière (SPM)","L2"
"2019/01/12 12:49:44 PM UTC+2","8","10","10","8","Science et Propriété de la Matière (SPM)","L2"
"2019/01/12 12:50:13 PM UTC+2","1","4","8","6","Philosophie","L2"
"2019/01/12 12:57:44 PM UTC+2","9","9","9","9","Mathématiques","L1"
"2019/01/12 12:58:52 PM UTC+2","10","10","10","10","Science et Propriété de la Matière (SPM)","L1"
"2019/01/12 12:59:49 PM UTC+2","10","10","10","10","École Supérieure d'Ingénieurs de Rennes (ESIR);Informatique (ISTIC)","L2"
"2019/01/12 1:08:48 PM UTC+2","2","9","9","5","Science de la vie et de l'environnement (SVE)","L3"
"2019/01/12 1:49:27 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L2"
"2019/01/12 1:54:43 PM UTC+2","9","10","10","10","Informatique (ISTIC)","M1"
"2019/01/12 1:55:24 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","M1"
"2019/01/12 1:58:47 PM UTC+2","10","10","10","10","Science et Propriété de la Matière (SPM)","L2"
"2019/01/12 1:59:42 PM UTC+2","10","10","10","10","Mathématiques","L3"
"2019/01/12 2:01:34 PM UTC+2","9","9","9","10","Science de la vie et de l'environnement (SVE)","L2"
"2019/01/12 2:02:59 PM UTC+2","10","10","10","9","Science de la vie et de l'environnement (SVE)","L3"
"2019/01/12 2:03:37 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","M1"
"2019/01/12 2:03:55 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/12 2:04:49 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L2"
"2019/01/12 2:07:00 PM UTC+2","6","8","8","6","École Supérieure d'Ingénieurs de Rennes (ESIR)","L2"
"2019/01/12 2:13:12 PM UTC+2","9","10","10","10","Science et Propriété de la Matière (SPM);OSUR","L2"
"2019/01/12 2:22:04 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","M1"
"2019/01/12 2:33:04 PM UTC+2","5","10","10","10","Informatique (ISTIC)","M1"
"2019/01/12 2:40:01 PM UTC+2","3","5","9","8","Philosophie","L2"
"2019/01/12 2:51:03 PM UTC+2","10","10","10","10","Science et Propriété de la Matière (SPM)","L2"
"2019/01/12 2:53:53 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","M2"
"2019/01/12 2:58:56 PM UTC+2","9","10","9","9","Science de la vie et de l'environnement (SVE)","M1"
"2019/01/12 2:59:07 PM UTC+2","9","9","9","9","Science de la vie et de l'environnement (SVE)","L2"
"2019/01/12 3:01:00 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/12 3:10:43 PM UTC+2","9","10","10","9","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/12 3:17:51 PM UTC+2","10","10","10","10","Informatique (ISTIC)","L1"
"2019/01/12 3:17:59 PM UTC+2","4","10","10","8","Science et Propriété de la Matière (SPM)","L2"
"2019/01/12 3:18:06 PM UTC+2","9","8","9","8","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/12 3:30:20 PM UTC+2","9","10","10","10","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/12 3:32:05 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","M2"
"2019/01/12 3:37:52 PM UTC+2","10","10","10","10","École Supérieure d'Ingénieurs de Rennes (ESIR)","L2"
"2019/01/12 3:38:44 PM UTC+2","8","8","8","8","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/12 3:41:49 PM UTC+2","6","10","10","10","Science de la vie et de l'environnement (SVE)","L2"
"2019/01/12 3:44:24 PM UTC+2","5","10","1","1","Mathématiques","L1"
"2019/01/12 3:46:19 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/12 3:49:44 PM UTC+2","7","8","8","7","Informatique (ISTIC)","L3"
"2019/01/12 3:51:01 PM UTC+2","7","8","10","10","Informatique (ISTIC)","L1"
"2019/01/12 3:52:41 PM UTC+2","10","10","10","10","Science et Propriété de la Matière (SPM)","L2"
"2019/01/12 3:52:47 PM UTC+2","5","9","10","7","Informatique (ISTIC)","L1"
"2019/01/12 3:56:31 PM UTC+2","10","10","10","10","Science et Propriété de la Matière (SPM)","L3"
"2019/01/12 3:57:32 PM UTC+2","10","10","10","10","Science et Propriété de la Matière (SPM);Osur","L3"
"2019/01/12 4:08:47 PM UTC+2","8","9","9","7","Mathématiques","L2"
"2019/01/12 4:14:13 PM UTC+2","8","8","8","8","Informatique (ISTIC)","L2"
"2019/01/12 4:14:18 PM UTC+2","10","10","10","10","Mathématiques","L1"
"2019/01/12 4:15:29 PM UTC+2","10","10","10","10","Mathématiques","M1"
"2019/01/12 4:19:55 PM UTC+2","6","8","9","7","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/12 4:21:11 PM UTC+2","7","10","10","7","Mathématiques","L1"
"2019/01/12 4:22:05 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L2"
"2019/01/12 4:30:07 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/12 4:30:14 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","M2"
"2019/01/12 4:33:29 PM UTC+2","9","10","10","10","Mathématiques","L2"
"2019/01/12 4:33:32 PM UTC+2","1","8","8","8","Science de la vie et de l'environnement (SVE)","M2"
"2019/01/12 4:34:30 PM UTC+2","8","10","10","10","istic","M1"
"2019/01/12 4:41:49 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L2"
"2019/01/12 4:43:29 PM UTC+2","10","10","10","10","Informatique (ISTIC)","L2"
"2019/01/12 4:43:34 PM UTC+2","8","10","10","8","Science de la vie et de l'environnement (SVE)","L3"
"2019/01/12 4:46:16 PM UTC+2","6","8","10","10","Science de la vie et de l'environnement (SVE)","L3"
"2019/01/12 4:47:27 PM UTC+2","9","9","9","9","Science de la vie et de l'environnement (SVE)","L3"
"2019/01/12 4:47:47 PM UTC+2","8","10","10","9","Mathématiques","L3"
"2019/01/12 4:52:36 PM UTC+2","8","10","10","9","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/12 4:55:18 PM UTC+2","10","10","10","10","Philosophie","L2"
"2019/01/12 4:58:04 PM UTC+2","4","10","10","10","Informatique (ISTIC);EIT","M1"
"2019/01/12 4:58:35 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L2"
"2019/01/12 5:02:27 PM UTC+2","10","10","10","10","Science et Propriété de la Matière (SPM)","M1"
"2019/01/12 5:03:10 PM UTC+2","8","10","10","10","Science de la vie et de l'environnement (SVE)","M1"
"2019/01/12 5:05:50 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/12 5:07:17 PM UTC+2","9","10","10","10","Science de la vie et de l'environnement (SVE)","M1"
"2019/01/12 5:10:14 PM UTC+2","9","9","9","9","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/12 5:12:19 PM UTC+2","10","10","10","10","Informatique (ISTIC);ENS Rennes","L3"
"2019/01/12 5:14:21 PM UTC+2","9","10","10","9","Science et Propriété de la Matière (SPM)","L2"
"2019/01/12 5:22:00 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","M1"
"2019/01/12 5:33:46 PM UTC+2","1","1","5","3","Science et Propriété de la Matière (SPM)","L2"
"2019/01/12 5:59:47 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/12 5:59:51 PM UTC+2","4","8","8","4","Informatique (ISTIC)","L2"
"2019/01/12 6:00:40 PM UTC+2","9","10","10","10","Mathématiques","L3"
"2019/01/12 6:03:09 PM UTC+2","9","10","10","9","Science et Propriété de la Matière (SPM)","M1"
"2019/01/12 6:04:46 PM UTC+2","8","8","8","8","Science de la vie et de l'environnement (SVE)","L2"
"2019/01/12 6:04:48 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L3"
"2019/01/12 6:08:36 PM UTC+2","7","8","9","8","Science de la vie et de l'environnement (SVE)","L2"
"2019/01/12 6:11:40 PM UTC+2","8","10","10","10","Science et Propriété de la Matière (SPM)","L2"
"2019/01/12 6:16:50 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/12 6:17:12 PM UTC+2","2","10","10","8","Science et Propriété de la Matière (SPM)","L1"
"2019/01/12 6:19:08 PM UTC+2","8","10","9","10","Science et Propriété de la Matière (SPM)","L2"
"2019/01/12 6:24:57 PM UTC+2","10","10","10","10","Informatique (ISTIC)","L3"
"2019/01/12 6:25:38 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","M1"
"2019/01/12 6:25:48 PM UTC+2","2","6","7","6","Science de la vie et de l'environnement (SVE)","L2"
"2019/01/12 6:31:42 PM UTC+2","6","9","9","8","Science de la vie et de l'environnement (SVE)","L3"
"2019/01/12 6:33:39 PM UTC+2","10","10","10","10","Informatique (ISTIC);Science de la vie et de l'environnement (SVE)","M1"
"2019/01/12 6:35:03 PM UTC+2","10","10","10","10","Mathématiques","L3"
"2019/01/12 6:39:03 PM UTC+2","9","10","10","10","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/12 6:45:27 PM UTC+2","10","9","10","10","Science et Propriété de la Matière (SPM)","L3"
"2019/01/12 6:47:01 PM UTC+2","9","10","10","3","Mathématiques","L1"
"2019/01/12 6:50:19 PM UTC+2","9","10","10","9","Science et Propriété de la Matière (SPM)","L3"
"2019/01/12 6:51:43 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L2"
"2019/01/12 6:54:16 PM UTC+2","8","9","10","8","Mathématiques","L3"
"2019/01/12 6:54:40 PM UTC+2","5","10","10","8","OSUR","L2"
"2019/01/12 6:55:53 PM UTC+2","10","10","10","10","OSUR","L3"
"2019/01/12 6:57:44 PM UTC+2","10","10","10","10","Sciences de la Terre et de l'environnement ","L3"
"2019/01/12 6:59:26 PM UTC+2","10","10","10","7","Informatique (ISTIC)","L3"
"2019/01/12 6:59:49 PM UTC+2","10","10","10","7","Informatique (ISTIC)","L3"
"2019/01/12 7:03:01 PM UTC+2","9","9","9","9","Science de la vie et de l'environnement (SVE)","L2"
"2019/01/12 7:07:48 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L3"
"2019/01/12 7:12:21 PM UTC+2","7","9","9","9","Informatique (ISTIC)","M2"
"2019/01/12 7:21:24 PM UTC+2","10","10","10","10","Science et Propriété de la Matière (SPM)","L3"
"2019/01/12 7:21:24 PM UTC+2","9","10","10","9","Science et Propriété de la Matière (SPM)","L2"
"2019/01/12 7:22:16 PM UTC+2","7","9","10","8","Science de la vie et de l'environnement (SVE)","M1"
"2019/01/12 7:26:17 PM UTC+2","5","7","8","7","Science et Propriété de la Matière (SPM)","M1"
"2019/01/12 7:32:13 PM UTC+2","9","9","9","9","Mathématiques","L3"
"2019/01/12 7:38:25 PM UTC+2","5","9","10","9","Informatique (ISTIC)","L3"
"2019/01/12 7:45:45 PM UTC+2","5","8","8","7","Science de la vie et de l'environnement (SVE)","L2"
"2019/01/12 7:58:37 PM UTC+2","8","9","10","10","Science de la vie et de l'environnement (SVE)","L3"
"2019/01/12 8:04:55 PM UTC+2","8","8","8","8","Informatique (ISTIC)","M1"
"2019/01/12 8:05:16 PM UTC+2","8","8","8","8","Informatique (ISTIC)","M2"
"2019/01/12 8:07:47 PM UTC+2","10","10","10","10","physique (PCGS)","L1"
"2019/01/12 8:19:52 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L2"
"2019/01/12 8:21:02 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L2"
"2019/01/12 8:23:15 PM UTC+2","6","8","6","5","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/12 8:24:26 PM UTC+2","10","10","10","9","Science de la vie et de l'environnement (SVE)","L3"
"2019/01/12 8:33:01 PM UTC+2","1","1","1","1","Science de la vie et de l'environnement (SVE)","L2"
"2019/01/12 8:34:31 PM UTC+2","9","10","10","10","Informatique (ISTIC)","M2"
"2019/01/12 8:36:29 PM UTC+2","10","10","10","10","Science et Propriété de la Matière (SPM)","M2"
"2019/01/12 8:48:37 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/12 8:50:51 PM UTC+2","8","9","10","10","Mathématiques","L1"
"2019/01/12 8:52:23 PM UTC+2","10","10","10","10","Science et Propriété de la Matière (SPM)","L1"
"2019/01/12 9:01:15 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L2"
"2019/01/12 9:08:43 PM UTC+2","5","8","9","8","Science de la vie et de l'environnement (SVE)","L2"
"2019/01/12 9:29:10 PM UTC+2","10","10","10","9","Science de la vie et de l'environnement (SVE)","M1"
"2019/01/12 9:33:56 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L2"
"2019/01/12 9:34:27 PM UTC+2","10","10","10","10","Science et Propriété de la Matière (SPM)","L1"
"2019/01/12 9:40:37 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L3"
"2019/01/12 9:43:32 PM UTC+2","10","10","10","10","Informatique (ISTIC)","L3"
"2019/01/12 9:50:40 PM UTC+2","8","8","8","8","Informatique (ISTIC)","L3"
"2019/01/12 9:56:07 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/12 10:00:38 PM UTC+2","9","10","10","9","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/12 10:11:16 PM UTC+2","6","8","10","10","Science et Propriété de la Matière (SPM)","L2"
"2019/01/12 10:13:35 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/12 10:15:37 PM UTC+2","10","10","10","10","Science et Propriété de la Matière (SPM)","M1"
"2019/01/12 10:20:14 PM UTC+2","8","10","10","10","Informatique (ISTIC)","M1"
"2019/01/12 10:37:02 PM UTC+2","5","9","10","10","Science de la vie et de l'environnement (SVE)","L2"
"2019/01/12 10:50:05 PM UTC+2","7","9","9","6","Mathématiques","L3"
"2019/01/12 10:51:24 PM UTC+2","10","10","10","10","Mathématiques","L2"
"2019/01/12 11:01:00 PM UTC+2","9","10","9","10","Informatique (ISTIC)","L3"
"2019/01/12 11:06:21 PM UTC+2","10","10","10","10","Science et Propriété de la Matière (SPM)","M2"
"2019/01/12 11:22:52 PM UTC+2","8","9","9","9","Informatique (ISTIC)","L3"
"2019/01/12 11:23:12 PM UTC+2","9","10","10","9","Mathématiques","L1"
"2019/01/12 11:34:34 PM UTC+2","9","9","10","7","Science de la vie et de l'environnement (SVE)","L2"
"2019/01/12 11:41:54 PM UTC+2","10","10","10","10","Mathématiques","L2"
"2019/01/12 11:56:06 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L3"
"2019/01/13 12:18:57 AM UTC+2","1","1","2","1","École Nationale Supérieure de Chimie de Rennes  (ENSCR)","L1"
"2019/01/13 12:19:21 AM UTC+2","8","9","9","8","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/13 12:19:31 AM UTC+2","9","10","10","8","Science de la vie et de l'environnement (SVE)","L3"
"2019/01/13 12:22:58 AM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","M1"
"2019/01/13 12:23:28 AM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/13 12:24:50 AM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L2"
"2019/01/13 12:36:26 AM UTC+2","10","10","10","10","Mathématiques","L2"
"2019/01/13 12:44:51 AM UTC+2","8","10","10","10","Informatique (ISTIC)","L3"
"2019/01/13 12:53:08 AM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L3"
"2019/01/13 12:55:45 AM UTC+2","9","10","10","10","Science et Propriété de la Matière (SPM)","L1"
"2019/01/13 12:58:34 AM UTC+2","9","10","10","9","Science de la vie et de l'environnement (SVE)","L3"
"2019/01/13 1:11:05 AM UTC+2","8","8","8","8","Science et Propriété de la Matière (SPM)","L1"
"2019/01/13 1:13:39 AM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/13 1:26:32 AM UTC+2","1","8","8","8","Science de la vie et de l'environnement (SVE)","L2"
"2019/01/13 2:05:59 AM UTC+2","6","10","10","9","Informatique (ISTIC)","L1"
"2019/01/13 2:15:22 AM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/13 2:16:26 AM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L2"
"2019/01/13 2:28:13 AM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L1"
"2019/01/13 2:31:03 AM UTC+2","1","6","6","3","OSUR","L2"
"2019/01/13 2:51:53 AM UTC+2","1","8","9","9","Informatique (ISTIC)","M1"
